Index,Unnamed: 0,WGCAC,MSE
0,0,9.11187089284261,0.2383583621581396
1,1,9.226971371968586,0.2204111181696256
2,2,8.837288029988606,0.1817970733709323
3,3,8.905514780680338,0.1645210855169377
4,4,8.956085586547852,0.15250827702208092
5,5,9.046982510884602,0.1461288525067442
6,6,8.847895240783691,0.16762662692901598
7,7,8.802925872802735,0.16035728489700707
8,8,8.997185611724854,0.14917566335948262
9,9,8.950749206542971,0.14843827173235088
10,10,8.613719240824382,0.15259074581090273
11,11,8.683751837412517,0.14894865545118652
12,12,8.619287713368733,0.15375044163280108
13,13,8.658079465230308,0.15002078791546716
14,14,8.7231751759847,0.14869156376026998
15,15,8.609875170389811,0.15725481975339214
16,16,8.854604085286459,0.1471631705723616
17,17,8.770392354329427,0.14700329319503605
18,18,8.741829999287923,0.147518964698805
19,19,8.770034249623617,0.1454446990185728
20,20,8.76357167561849,0.14251701034404507
21,21,8.516494019826252,0.1514874546204034
22,22,8.708726469675701,0.13798030490131835
23,23,8.512945969899496,0.14404199448328775
24,24,8.595793120066325,0.14431458103827507
25,25,8.717941443125406,0.14109447029602595
26,26,8.858790747324626,0.14599278613505887
27,27,8.659322961171467,0.14620661286015338
28,28,8.708896128336589,0.14464846054678554
29,29,9.003315925598145,0.13926616197063896
30,30,8.686216100056965,0.14385202025158408
31,31,8.850853474934896,0.13814258278329022
32,32,8.637599913279216,0.1454795822816086
33,33,8.460450077056885,0.15245856731411267
34,34,8.95320208867391,0.1379586144055744
35,35,8.742343934377034,0.14516417382999014
36,36,8.760417811075847,0.14382845556223767
37,37,8.967382462819417,0.14948480232144354
38,38,8.780011177062987,0.15072100085621545
39,39,8.718685849507649,0.140923803819318
40,40,8.657882404327392,0.14470665801872865
41,41,8.917499351501467,0.14478550361713854
42,42,8.660808881123861,0.14160083592253553
43,43,8.764120705922444,0.1450969435710352
44,44,8.792118708292643,0.1355605429771943
45,45,8.865030765533447,0.14610862577958808
46,46,8.90643892288208,0.1392288180293981
47,47,8.893422953287761,0.1412916345132471
48,48,9.044620609283447,0.127853726865406
49,49,8.90080722173055,0.1400905751747438
50,50,8.888923263549804,0.15262188519188932
51,51,8.873195044199626,0.14596583554933992
52,52,8.85864486694336,0.1326534023852029
53,53,8.774323145548504,0.13684034102239334
54,54,8.687234338124592,0.1383375054638212
55,55,8.841951115926106,0.14232282380183944
56,56,8.681728394826253,0.14269039339309048
57,57,8.7208101272583,0.13363600542944026
58,58,8.835987599690755,0.12994182144477964
59,59,8.748929595947265,0.13793895257260494
60,60,8.777911376953124,0.13823441632865188
61,61,8.731876881917318,0.13863629696768473
62,62,8.938675753275554,0.13701108841329232
63,63,8.941882292429606,0.1385492432422877
64,64,8.62237319946289,0.14708743140331354
65,65,8.917324542999268,0.13765346747530807
66,66,9.087089316050212,0.13219734398806454
67,67,8.711073939005535,0.13144560852099674
68,68,8.88241532643636,0.1429444462743195
69,69,8.73404754002889,0.1426469362950108
70,70,8.85774008433024,0.13509308131567865
71,71,8.767707220713298,0.1454838975685416
72,72,8.637612215677898,0.14591598145391613
73,73,8.696485042572021,0.13974146169302307
