,WGCAC,MSE
69,30.207999801635747,0.0912358317654616
70,29.115397389729814,0.09649433704265914
71,29.055944188435873,0.09456191780281792
72,28.80972379048665,0.08920535206371219
73,28.993808492024737,0.08921058076063977
74,29.448823165893554,0.0920795242737222
75,29.99701830546061,0.08971699969366194
76,29.35283355712891,0.09221696565195224
77,28.556253814697264,0.08484373147661092
78,28.956941731770836,0.08115023318473523
79,28.9615847269694,0.09188559170509264
80,30.004450607299805,0.09337945167372916
81,28.17323900858561,0.09147460157793376
82,30.17027053833008,0.09297675904519404
83,28.530281194051103,0.08623616204202679
84,30.064061228434248,0.08385945211508282
85,29.714410018920894,0.08501138872527984
86,30.10985158284505,0.08575940740220686
87,29.962817255655928,0.08233100895980452
88,29.91645482381185,0.09289133173065088
89,30.21006558736165,0.07825391844649553
90,29.34670753479004,0.08598777613749009
91,29.299317042032882,0.0851631737419086
92,29.3175168355306,0.08633162481336967
93,29.486120859781906,0.0841464824573304
94,28.89622815450032,0.081797521179415
95,29.52197405497233,0.09059968871801402
96,29.38198089599609,0.0899871349345176
97,30.742761103312173,0.09488932770012044
98,29.61391703287761,0.08869884449176481
99,28.550592168172198,0.09416113048212184
100,30.35762023925781,0.08907331690966716
101,29.89660441080729,0.08769149428324377
102,30.34830182393392,0.09707674525135114
103,30.23343162536621,0.08704094213738961
104,29.62866223653157,0.08575507284649272
105,29.461334101359054,0.08665552050030441
106,29.6804931640625,0.0843287728397081
107,29.28378702799479,0.08228697395451794
108,28.81561330159505,0.08364782315118711
109,29.74658953348796,0.08927858388854533
110,28.13150240580241,0.07993972427149097
111,29.71157569885254,0.08896765932328578
112,29.85692583719889,0.08413410870689708
113,28.928866958618165,0.08456669785248784
114,29.7509890238444,0.07520383898924596
115,29.225423558553057,0.08424422724921134
116,29.040755081176762,0.08811422632250544
117,28.991128540039067,0.07863006747478038
118,29.233263651529953,0.08636529117730238
119,29.843490727742516,0.09256879193160178
120,30.04099146525065,0.0943306272758006
121,29.34694862365723,0.08677642420892788
122,29.866128285725907,0.08789598157964974
123,30.25130564371745,0.08447017112662451
124,30.657250849405926,0.08091846362893837
125,29.844643783569328,0.08064437421370939
126,29.50677324930827,0.0896314160964539
127,29.881574885050448,0.07364198508600872
128,29.45180422465007,0.0853905944921343
129,29.212967427571613,0.08321827778551051
130,29.44449793497721,0.0875214954183378
131,29.79519691467285,0.08085515620620355
132,28.736041768391928,0.07500887506827249
133,29.163658905029298,0.07982621626033885
134,29.849246088663737,0.08594718711262035
135,28.597580846150716,0.09017396708154783
136,29.226192347208663,0.09262063187155567
137,29.573150761922196,0.08687026986114861
138,29.396772638956705,0.08410741236668477
139,29.20159746805827,0.08573201834845122
140,28.95152918497721,0.08422711206675643
141,29.468216578165695,0.08003278619986816
142,29.09901212056478,0.07858764286183371
143,29.309704971313483,0.08585106116922883
144,30.5061408996582,0.09191787585621232
145,30.13071327209473,0.08509742718105069
146,29.854402542114254,0.07802295639606806
147,29.599545415242513,0.08674342895808121
148,29.880743408203124,0.07752132847838501
149,29.785829544067386,0.08443520648260369
150,29.314849980672196,0.08899176483250833
151,27.898514302571613,0.08008793082867233
152,29.17580909729004,0.07363032133794149
153,28.573882929484054,0.08528410822016451
154,30.877296320597328,0.08552570516503173
155,29.257162475585933,0.07329586589111647
156,29.95498924255371,0.07722609487671281
157,27.629646937052414,0.06559875052877867
158,29.962482833862303,0.07935398107138705
159,29.35441589355469,0.07956095506595147
160,29.25520464579264,0.07863380139854674
161,28.912294642130533,0.07925576034322981
162,28.45730921427409,0.08035210205321013
163,29.51623407999675,0.08279490762833358
164,29.30646311442057,0.09086089730235508
165,28.89568939208984,0.08178434237479451
166,29.88317426045736,0.08682908903108455
167,29.17507298787435,0.07270221819617388
168,29.420132191975913,0.0821165046755641
169,28.278532155354814,0.07977635937818604
170,30.54055557250977,0.0761887012225528
171,29.3416924794515,0.08463958417711699
172,28.845508321126303,0.08523105691841315
173,29.100704193115234,0.08032113111618318
174,29.040511194864912,0.08870639430315347
175,29.716815185546874,0.08416088978970038
176,28.58314119974772,0.07883849722064648
177,30.282345326741535,0.08388399277152711
178,28.376435979207358,0.07590297229690313
179,29.67953198750814,0.07200666969851037
180,29.6323855082194,0.08436600723855539
181,28.81219291687012,0.07724045968758336
182,29.395301818847656,0.07777985331353192
183,30.56013768513997,0.07607471943887469
184,29.632881673177085,0.08806124599255424
185,30.30115776062012,0.07734769670425899
186,30.895147196451827,0.08279656469895921
187,30.631515121459962,0.08024482978178821
188,28.40284372965495,0.0804669505998648
189,29.42696736653646,0.08095674684052716
190,28.918009694417318,0.08218927097584379
191,28.612535603841142,0.07539206176102045
192,28.78831214904785,0.07568952808111211
193,29.379866790771484,0.08641028862370907
194,29.088696797688797,0.07951029588277074
195,29.79611930847168,0.08703602648968307
196,29.177599080403642,0.08692004082454861
197,28.512132771809892,0.07736336342970143
198,28.777643585205077,0.07167804764039677
199,30.1245408376058,0.1002575660109446
200,30.33736928304036,0.09269224940486197
201,29.511013666788735,0.08874754914268748
202,29.05242131551107,0.08281212091696381
203,29.51112950642904,0.08602502671220161
204,28.900325775146484,0.07926465796141449
205,28.9938045501709,0.08821794009029872
206,29.076900355021163,0.08669490319821496
207,29.095652135213214,0.092623511401097
208,28.261020278930665,0.08712911454487385
209,29.697359593709308,0.09203284417014716
210,29.87996966044108,0.07313340687857006
211,29.335528691609696,0.08464172325630291
212,28.30780207316081,0.07942806005841008
213,29.840692901611327,0.08187908584031979
214,30.091287485758468,0.07447376020293983
215,28.931787363688148,0.08663678641688118
216,29.387484486897787,0.07709246575964028
217,29.74900983174642,0.07741941904421289
218,29.59726359049479,0.07592641064921367
219,29.672467168172197,0.07612322982053986
220,28.748358662923174,0.08025278537969717
221,28.681112925211593,0.07840107010354043
222,29.635735829671226,0.08207293705928484
223,28.687407811482743,0.07532785930815104
224,30.152545674641928,0.07813616371531226
225,29.703533299764,0.07316468554495033
226,28.79098587036133,0.07787074499271057
227,29.69413515726725,0.07932902985971535
228,28.71637420654297,0.07653884118570868
229,29.04241498311361,0.090425225955218
230,28.71222483317057,0.08431908867304967
231,30.151569875081385,0.08140491665198019
232,29.41871198018392,0.07982969178357205
233,29.150773747762045,0.07636933669024984
234,28.575947570800786,0.07668256482397777
235,28.920095825195308,0.07194136221092795
236,28.58863029479981,0.07793518527085476
237,29.010908253987626,0.07803016055203595
238,29.318992487589522,0.08747013517814595
239,28.810636011759442,0.07811412951877253
240,28.73827819824219,0.08027575978455917
241,28.528099695841476,0.07225903619951471
242,28.76615676879883,0.07812533494452018
243,29.832537968953446,0.07649322160208764
244,29.639652633666987,0.08269184723356375
245,29.417883046468102,0.0796011001850896
246,29.178693644205733,0.08064268024802809
247,28.972434997558594,0.073743840773786
248,29.666523996988932,0.0736838501080168
249,28.676524988810225,0.08070718177859305
