,WGCAC,MSE
0,31.00181592305501,0.1297639242612568
1,30.27053108215332,0.12102672651398053
2,29.798433430989586,0.09872136998031654
3,29.493450927734376,0.1135138492464616
4,30.811230595906572,0.10429465092419624
5,30.706722132364913,0.10896079259596174
6,28.774619928995772,0.09902006462200197
7,28.933903121948237,0.09179230863941162
8,29.195292536417647,0.09456939814480468
9,29.232206598917642,0.13046993109300964
10,28.94310493469239,0.09816710026703476
11,29.2485964457194,0.09964076616610902
12,29.2471747080485,0.09547246287259896
13,28.59515190124512,0.09837590919336443
14,29.479270553588872,0.09648309691857504
15,28.979263559977213,0.09598720272754688
16,29.168414815266928,0.09303800071645743
17,29.84934234619141,0.08396688854832282
18,30.842107264200845,0.09814230620493937
19,29.689090474446612,0.08719795485865726
20,29.683742396036788,0.08801543836091391
21,29.449799601236982,0.08526311432496983
22,28.54254786173503,0.09081981889116228
23,29.19793243408203,0.09129468619644424
24,29.43878491719564,0.09303050452581436
25,29.32845776875814,0.09650800115046368
26,29.38434003194173,0.08919048316307605
27,29.50894495646159,0.08795156163959125
28,28.870044453938803,0.09638668791919296
29,29.98240381876628,0.08689566169353233
30,29.26876462300618,0.07954610501482268
31,28.43126347859701,0.0901787151239112
32,29.93812344868978,0.0866346621694253
33,30.55107485453288,0.08852783347506071
34,29.637648264567062,0.09197372674116652
35,28.87968508402507,0.09546966845680753
36,29.077860260009764,0.08876953362325593
37,28.98881301879883,0.08881136415815315
38,28.850613276163735,0.08604181975765889
39,29.40948867797852,0.08646934356136475
40,29.311431884765625,0.08240092097362625
41,28.605614598592123,0.08387342811079894
42,29.761348470052084,0.08339187256260673
43,28.947396087646485,0.08252065677712685
44,29.459177652994796,0.08976643167060275
45,29.03544375101725,0.0932720542986408
46,29.24602190653483,0.08582192088076038
47,29.43534138997396,0.08854968260119632
48,29.555420303344725,0.0979261787053025
49,29.141718292236327,0.0989035748795402
50,30.461429341634123,0.08191300604434078
51,29.9591121673584,0.0878879956204198
52,29.56405461629232,0.08631470915664298
53,28.69893480936686,0.09022781007672552
54,30.79529329935709,0.0867547467190953
55,29.022520955403646,0.08806145441335142
56,29.058550135294595,0.0822226513042962
57,30.80369135538737,0.09158889746533666
58,29.111772410074874,0.08837896473891224
59,30.42213249206543,0.09466834170727867
60,29.441031773885086,0.09306696796498844
61,29.66199620564778,0.09678380249895874
62,28.639399592081705,0.08939179564983438
63,29.47730814615885,0.10087288128467928
64,29.259504445393876,0.09355264114775312
65,28.937818908691405,0.0914523933219698
66,28.64344596862793,0.08989120675410057
67,29.98584683736165,0.09387395972681796
68,28.04019838968913,0.09257961746153397
