,WCAC,MSE
0,4.552215623855591,0.1841114154756069
1,3.9819419225056967,0.13595957693217253
2,4.0183601061503085,0.14154901511123702
3,3.8361891746521,0.1277321032880961
4,3.7969238758087163,0.12725286160022736
5,3.9001395861307784,0.1349463472769324
6,3.716230630874634,0.116937732295654
7,3.7517808596293127,0.12003379062286695
8,3.5795596917470296,0.1074562866454994
9,3.8422353744506834,0.1231652049874538
10,3.771757237116496,0.11656321676539183
11,3.450172058741252,0.0987090686161464
12,3.553212531407674,0.10498561372661544
13,3.4023008823394774,0.09226291729684148
14,3.499381971359253,0.10392694187039772
15,3.4175650914510087,0.09538473930171727
16,3.400061496098836,0.0932058685352552
17,3.449030113220215,0.096402535726698
18,3.5309436480204264,0.10104654750704806
19,3.4707873026529947,0.09791288869079612
20,3.4264019648234045,0.09592150771329963
21,3.5182039260864264,0.09684122310286253
22,3.3958175977071132,0.0945165298171802
23,3.3937927087148037,0.09303918458725882
24,3.330273151397705,0.09089854078363352
25,3.500505781173706,0.09692334588071633
26,3.341640742619832,0.08857492659603793
27,3.5525925795237225,0.09988151638638662
28,3.3316612879435223,0.08273935304858382
29,3.335425440470378,0.08085600048091783
30,3.522275114059448,0.09297615845192438
31,3.4897204558054606,0.09152505058029876
32,3.3912804921468105,0.08527267857822153
33,3.4560574849446613,0.08936426345423706
34,3.3416586399078367,0.08022397763956814
35,3.2817067941029867,0.07926349082473187
36,3.4022971630096435,0.08700395111121907
37,3.3927556832631427,0.08369862643999652
38,3.3185427506764733,0.0784721696266218
39,3.2683321952819826,0.07793791167600707
40,3.4478360335032145,0.08747468935244558
41,3.3444312731424968,0.07642368009178184
42,3.592627763748169,0.09635622360873038
43,3.5052253087361653,0.0928989647835812
44,3.5608258088429774,0.08965592834250345
45,3.318093506495158,0.0769609496028196
46,3.2613576571146647,0.06915288713763464
47,3.5439093430836994,0.08988863058597593
48,3.4035046259562174,0.07782599155489486
49,3.4281093915303553,0.07747739514687874
