,CAC,MSE
0,2.5025265216827397,0.22475819294931185
1,2.3436415195465092,0.196759902486499
2,2.2888200283050537,0.18817602456350568
3,2.233617067337036,0.1827926565407657
4,2.2068216800689697,0.17882507670618275
5,2.1939916610717773,0.17698446307134566
6,2.2083194255828857,0.17844053485601294
7,2.1632933616638184,0.1739307941632791
8,2.1356027126312256,0.17068477399699702
9,2.0726885795593257,0.16144803485597
10,2.0669620037078857,0.1626575643243432
11,2.054532766342163,0.1611230780639437
12,1.959349274635315,0.14790131854070476
13,1.9791589975357056,0.1518816109894263
14,2.0528879165649414,0.1609918227096246
15,1.978736996650696,0.15122942791540092
16,1.9330589771270752,0.1461986573096562
17,1.921600341796875,0.14394929401870013
18,1.9520403146743772,0.14790485028889108
19,1.9679507017135618,0.14884734202756764
20,1.9133435487747192,0.14135830981827432
21,1.7816147804260254,0.1270160781593442
22,1.81287693977356,0.12964565074784545
23,1.7496809959411619,0.12292059655817765
24,1.8510522842407229,0.13660903674956987
25,1.8620160818099976,0.1389356651822184
26,1.7737569808959959,0.12667315448535948
27,1.764343023300171,0.124555213748097
28,1.6902440786361694,0.1159425368060318
29,1.6908073425292969,0.11565275971079245
30,1.757048726081848,0.12618556041729598
31,1.67393696308136,0.11341280616700168
32,1.6865752935409546,0.11593162910635645
33,1.6271405220031738,0.10796491675854424
34,1.7386267185211182,0.12188348570251575
35,1.6638069152832031,0.11278493575395974
36,1.6715860366821291,0.11419197997327525
37,1.6115288734436035,0.10695200952353663
38,1.5982987880706787,0.10366810887550253
39,1.592212796211243,0.10370399083427326
40,1.5090153217315674,0.09340787709901327
41,1.5719377994537354,0.10072317478701176
42,1.561769723892212,0.1009856402974012
43,1.5640175342559814,0.09996469617541713
44,1.6274197101593018,0.10777031560166098
45,1.6080913543701172,0.10643776189228417
46,1.561791181564331,0.09942766107064603
47,1.5669721364974976,0.10147152697326432
48,1.585442304611206,0.1029913964070556
49,1.5514202117919922,0.09847923973066944
50,1.5546952486038208,0.0986954873722886
51,1.5971729755401611,0.10479767449990468
52,1.5568552017211914,0.09849133945248928
53,1.5735262632369995,0.10252155464775466
54,1.59232759475708,0.1039046158772052
55,1.5054631233215332,0.09290198932777316
56,1.516998529434204,0.09508844735904297
57,1.5605885982513428,0.09977813790311284
58,1.578919529914856,0.10190079464125416
59,1.5863699913024902,0.10370227158148317
60,1.6301138401031494,0.10877790188254513
61,1.5356608629226685,0.09726651065923853
62,1.591706156730652,0.10540820644155116
63,1.5097672939300537,0.09166556918250827
64,1.5399416685104368,0.09763284979329087
65,1.5180203914642334,0.09560467840740487
66,1.5380618572235107,0.096186039837497
67,1.5781856775283811,0.1030617915168298
68,1.514251470565796,0.09405141488778483
69,1.5779962539672852,0.10333377374323828
70,2.1043434143066406,0.10484486181350804
71,2.1158854961395264,0.09972265826351516
72,2.132276058197021,0.1044757942345259
73,2.0761518478393555,0.09651693269096236
74,2.085805654525757,0.10159104753139833
75,2.0289962291717534,0.08860950275878275
76,2.043357610702514,0.0960282611912084
77,2.07080602645874,0.09627333688430044
78,2.052942037582397,0.0919977029569236
79,2.0176491737365723,0.07685561170620937
80,2.0620582103729252,0.09073472554200432
81,2.0317630767822266,0.08400032443231288
82,2.042518138885498,0.08363019989114641
83,2.076462984085083,0.09327607617301208
84,2.043405771255493,0.08565597743675528
85,1.9894063472747805,0.07727685573788932
86,2.00168251991272,0.07884428542964064
87,2.0203330516815186,0.07561953601511454
88,2.072817325592041,0.08717759346421697
89,1.9720141887664795,0.07026737153716063
90,1.9787615537643437,0.07091341889619704
91,2.0747175216674805,0.08851479664594894
92,2.121573209762573,0.10075462228576322
93,2.094086170196533,0.08995645181189098
94,2.1508440971374507,0.09978729536406568
95,2.0544135570526123,0.08140440705000401
96,2.072314977645874,0.08883310832411499
97,2.0255296230316158,0.08230586144565086
98,1.9470813274383545,0.06610250830018939
99,2.0635972023010254,0.0862976336271082
100,2.0271260738372803,0.07911197418460332
101,1.979001522064209,0.07241782172174982
102,2.07197904586792,0.08847893386780256
103,1.8895230293273928,0.05560994054569568
104,1.9690923690795896,0.07153882087720939
105,1.9712073802948,0.06944762421789946
106,1.9739837646484373,0.07123362591233126
107,1.9642043113708496,0.07005109130789662
108,1.8906235694885252,0.0567753243599552
109,1.9431821107864382,0.06750086858100683
110,2.1043434143066406,0.10484486181350804
111,2.1158854961395264,0.09972265826351516
112,2.132276058197021,0.1044757942345259
113,2.0761518478393555,0.09651693269096236
114,2.085805654525757,0.10159104753139833
115,2.0289962291717534,0.08860950275878275
116,2.043357610702514,0.0960282611912084
117,2.07080602645874,0.09627333688430044
118,2.052942037582397,0.0919977029569236
119,2.0176491737365723,0.07685561170620937
120,2.0620582103729252,0.09073472554200432
121,2.0317630767822266,0.08400032443231288
122,2.042518138885498,0.08363019989114641
123,2.076462984085083,0.09327607617301208
124,2.043405771255493,0.08565597743675528
125,1.9894063472747805,0.07727685573788932
126,2.00168251991272,0.07884428542964064
127,2.0203330516815186,0.07561953601511454
128,2.072817325592041,0.08717759346421697
129,1.9720141887664795,0.07026737153716063
130,1.9787615537643437,0.07091341889619704
131,2.0747175216674805,0.08851479664594894
132,2.121573209762573,0.10075462228576322
133,2.094086170196533,0.08995645181189098
134,2.1508440971374507,0.09978729536406568
135,2.0544135570526123,0.08140440705000401
136,2.072314977645874,0.08883310832411499
137,2.0255296230316158,0.08230586144565086
138,1.9470813274383545,0.06610250830018939
139,2.0635972023010254,0.0862976336271082
140,2.0271260738372803,0.07911197418460332
141,1.979001522064209,0.07241782172174982
142,2.07197904586792,0.08847893386780256
143,1.8895230293273928,0.05560994054569568
144,1.9690923690795896,0.07153882087720939
145,1.9712073802948,0.06944762421789946
146,1.9739837646484373,0.07123362591233126
147,1.9642043113708496,0.07005109130789662
148,1.8906235694885252,0.0567753243599552
149,1.9431821107864382,0.06750086858100683
150,1.924483060836792,0.06352150607121126
151,1.9376059770584104,0.0603753226884247
152,1.9733203649520876,0.07156107288931411
153,2.0020155906677246,0.07959762494469133
154,1.945761442184448,0.0644869080937201
155,1.901256203651428,0.05969746264072918
156,1.8684707880020144,0.04930384314604755
157,1.8118669986724851,0.04323965646495532
158,1.8582640886306765,0.0492848665874087
159,1.8994436264038088,0.058012303867237484
160,1.900668740272522,0.05633147061971006
161,1.859652757644653,0.054424383776456836
162,2.367849349975586,0.13889201744010074
163,2.0458574295043945,0.08355586173342948
164,1.93213415145874,0.06356398101449695
165,1.8642066717147827,0.05311698312255075
166,1.9090148210525515,0.06164960941602358
167,1.9127275943756104,0.061601728474185324
168,1.8709194660186768,0.05362888360655561
169,2.2008602619171143,0.1182902574569986
170,2.2136547565460205,0.10927018822175044
171,2.099536895751953,0.09076797371455136
172,2.025346040725708,0.07929787576204486
173,1.980138182640076,0.07117966781019533
174,1.8823990821838381,0.054631886255095005
175,1.8741968870162964,0.05359542094500791
176,1.9363750219345093,0.06438667126724087
177,1.9302728176116943,0.06174724456920165
178,1.907803177833557,0.06145060627191117
179,1.839811444282532,0.0478039698970901
180,1.9708784818649288,0.06636927020630487
181,1.9397691488265991,0.06593571121699884
182,1.8196197748184204,0.045516422783136175
183,1.873039484024048,0.05286071797142236
184,1.8722891807556152,0.05386192005826767
185,1.8877129554748533,0.059704757585621625
186,1.8285869359970093,0.04505343169629658
187,1.81490957736969,0.04700297424639202
188,1.9292746782302856,0.06329546082654892
189,1.8466963768005369,0.04860838653506587
